ndc11,hcpcs_code,hcpcs_description,drug_name,manufacturer,hcpcs_dosage,pkg_size,pkg_qty,bill_units_per_item,bill_units_per_pkg,has_multiple_hcpcs,all_hcpcs_codes
00781940895,J0290,Ampicillin 500 mg inj,Ampicillin Sodium,Sandoz Inc.,500 MG,1.0,10,4.0,40.0,False,
00781940995,J0290,Ampicillin 500 mg inj,Ampicillin Sodium,Sandoz Inc.,500 MG,1.0,10,20.0,200.0,False,
00781941292,J0290,Ampicillin 500 mg inj,Ampicillin Sodium,Sandoz Inc.,500 MG,1.0,10,2.0,20.0,False,
00781941392,J0290,Ampicillin 500 mg inj,Ampicillin Sodium,Sandoz Inc.,500 MG,1.0,10,4.0,40.0,False,
00904655161,Q0162,Ondansetron oral,Ondansetron HCL,Major Pharmaceuticals,1 MG,100.0,1,400.0,400.0,False,
00904655261,Q0162,Ondansetron oral,Ondansetron HCL,Major Pharmaceuticals,1 MG,100.0,1,800.0,800.0,False,
00904707393,Q0162,Ondansetron oral,Ondansetron,Major Pharmaceuticals,1 MG,5.0,30,4.0,120.0,False,
00904714461,Q0167,Dronabinol 2.5mg oral,Dronabinol,Major Pharmaceuticals,2.5 MG,100.0,1,100.0,100.0,False,
00904714504,Q0167,Dronabinol 2.5mg oral,Dronabinol,Major Pharmaceuticals,2.5 MG,30.0,1,60.0,60.0,False,
00944251002,J1575,Hyqvia 100mg immuneglobulin,Hyqvia,"Takeda Pharmaceuticals America, Inc.",100 MG,25.0,1,25.0,25.0,False,
00944251102,J1575,Hyqvia 100mg immuneglobulin,Hyqvia,"Takeda Pharmaceuticals America, Inc.",100 MG,50.0,1,50.0,50.0,False,
00944251202,J1575,Hyqvia 100mg immuneglobulin,Hyqvia,"Takeda Pharmaceuticals America, Inc.",100 MG,100.0,1,100.0,100.0,False,
00944251302,J1575,Hyqvia 100mg immuneglobulin,Hyqvia,"Takeda Pharmaceuticals America, Inc.",100 MG,200.0,1,200.0,200.0,False,
00944251402,J1575,Hyqvia 100mg immuneglobulin,Hyqvia,"Takeda Pharmaceuticals America, Inc.",100 MG,300.0,1,300.0,300.0,False,
00944265603,J1566,"Immune globulin, powder",Gammagard S/D,"Takeda Pharmaceuticals America, Inc.",500 MG,1.0,1,10.0,10.0,False,
00944265804,J1566,"Immune globulin, powder",Gammagard S/D,"Takeda Pharmaceuticals America, Inc.",500 MG,1.0,1,20.0,20.0,False,
00944270002,J1569,Gammagard liquid injection,Gammagard Liquid,"Takeda Pharmaceuticals America, Inc.",500 MG,10.0,1,2.0,2.0,False,
00944270003,J1569,Gammagard liquid injection,Gammagard Liquid,"Takeda Pharmaceuticals America, Inc.",500 MG,25.0,1,5.0,5.0,False,
00944270004,J1569,Gammagard liquid injection,Gammagard Liquid,"Takeda Pharmaceuticals America, Inc.",500 MG,50.0,1,10.0,10.0,False,
00944270005,J1569,Gammagard liquid injection,Gammagard Liquid,"Takeda Pharmaceuticals America, Inc.",500 MG,100.0,1,20.0,20.0,False,
00944270006,J1569,Gammagard liquid injection,Gammagard Liquid,"Takeda Pharmaceuticals America, Inc.",500 MG,200.0,1,40.0,40.0,False,
00944270007,J1569,Gammagard liquid injection,Gammagard Liquid,"Takeda Pharmaceuticals America, Inc.",500 MG,300.0,1,60.0,60.0,False,
00944281401,J0256,Alpha 1 proteinase inhibitor,Aralast NP,"Takeda Pharmaceuticals America, Inc.",10 MG,1.0,1,0.1,0.1,False,
00944281501,J0256,Alpha 1 proteinase inhibitor,Aralast NP,"Takeda Pharmaceuticals America, Inc.",10 MG,1.0,1,0.1,0.1,False,
00944284110,J7192,Factor viii recombinant nos,Recombinate ,"Takeda Pharmaceuticals America, Inc.",1 IU,1.0,1,1.0,1.0,False,
00944284210,J7192,Factor viii recombinant nos,Recombinate ,"Takeda Pharmaceuticals America, Inc.",1 IU,1.0,1,1.0,1.0,False,
00944284310,J7192,Factor viii recombinant nos,Recombinate ,"Takeda Pharmaceuticals America, Inc.",1 IU,1.0,1,1.0,1.0,False,
00944284410,J7192,Factor viii recombinant nos,Recombinate ,"Takeda Pharmaceuticals America, Inc.",1 IU,1.0,1,1.0,1.0,False,
00944284510,J7192,Factor viii recombinant nos,Recombinate ,"Takeda Pharmaceuticals America, Inc.",1 IU,1.0,1,1.0,1.0,False,
00944285001,J1555,"Inj cuvitru, 100 mg",Cuvitru,"Takeda Pharmaceuticals America, Inc.",100 MG,1.0,1,10.0,10.0,False,
00944285003,J1555,"Inj cuvitru, 100 mg",Cuvitru,"Takeda Pharmaceuticals America, Inc.",100 MG,1.0,1,20.0,20.0,False,
00944285005,J1555,"Inj cuvitru, 100 mg",Cuvitru,"Takeda Pharmaceuticals America, Inc.",100 MG,1.0,1,40.0,40.0,False,
00944285007,J1555,"Inj cuvitru, 100 mg",Cuvitru,"Takeda Pharmaceuticals America, Inc.",100 MG,1.0,1,80.0,80.0,False,
00944285009,J1555,"Inj cuvitru, 100 mg",Cuvitru,"Takeda Pharmaceuticals America, Inc.",100 MG,50.0,1,100.0,100.0,False,
00944288401,J0257,Glassia injection,Glassia             ,"Takeda Pharmaceuticals America, Inc.",10 MG,1.0,1,0.1,0.1,False,
00944302602,J7200,Factor ix recombinan rixubis,Rixubis,"Takeda Pharmaceuticals America, Inc.",1 IU,1.0,1,1.0,1.0,False,
00944302802,J7200,Factor ix recombinan rixubis,Rixubis,"Takeda Pharmaceuticals America, Inc.",1 IU,1.0,1,1.0,1.0,False,
00944303002,J7200,Factor ix recombinan rixubis,Rixubis,"Takeda Pharmaceuticals America, Inc.",1 IU,1.0,1,1.0,1.0,False,
00944303202,J7200,Factor ix recombinan rixubis,Rixubis,"Takeda Pharmaceuticals America, Inc.",1 IU,1.0,1,1.0,1.0,False,
00944303402,J7200,Factor ix recombinan rixubis,Rixubis,"Takeda Pharmaceuticals America, Inc.",1 IU,1.0,1,1.0,1.0,False,
00944304510,J7192,Factor viii recombinant nos,Advate,"Takeda Pharmaceuticals America, Inc.",1 IU,1.0,1,1.0,1.0,False,
00944304610,J7192,Factor viii recombinant nos,Advate,"Takeda Pharmaceuticals America, Inc.",1 IU,1.0,1,1.0,1.0,False,
00944304710,J7192,Factor viii recombinant nos,Advate,"Takeda Pharmaceuticals America, Inc.",1 IU,1.0,1,1.0,1.0,False,
00944305102,J7192,Factor viii recombinant nos,Advate,"Takeda Pharmaceuticals America, Inc.",1 IU,1.0,1,1.0,1.0,False,
00944305202,J7192,Factor viii recombinant nos,Advate,"Takeda Pharmaceuticals America, Inc.",1 IU,1.0,1,1.0,1.0,False,
00944305302,J7192,Factor viii recombinant nos,Advate,"Takeda Pharmaceuticals America, Inc.",1 IU,1.0,1,1.0,1.0,False,
00944305402,J7192,Factor viii recombinant nos,Advate,"Takeda Pharmaceuticals America, Inc.",1 IU,1.0,1,1.0,1.0,False,
00944394002,J7190,Factor viii,Hemofil M,"Takeda Pharmaceuticals America, Inc.",1 IU,1.0,1,1.0,1.0,False,
00944394202,J7190,Factor viii,Hemofil M,"Takeda Pharmaceuticals America, Inc.",1 IU,1.0,1,1.0,1.0,False,
00944394402,J7190,Factor viii,Hemofil M,"Takeda Pharmaceuticals America, Inc.",1 IU,1.0,1,1.0,1.0,False,
00944394602,J7190,Factor viii,Hemofil M,"Takeda Pharmaceuticals America, Inc.",1 IU,1.0,1,1.0,1.0,False,
00944417705,J2724,Protein c concentrate,Ceprotin,"Takeda Pharmaceuticals America, Inc.",10 UNITS,1.0,1,0.1,0.1,False,
00944417910,J2724,Protein c concentrate,Ceprotin,"Takeda Pharmaceuticals America, Inc.",10 UNITS,1.0,1,0.1,0.1,False,
00944462201,J7207,Factor viii pegylated recomb,Adynovate ,"Takeda Pharmaceuticals America, Inc.",1 IU,1.0,1,1.0,1.0,False,
00944462301,J7207,Factor viii pegylated recomb,Adynovate ,"Takeda Pharmaceuticals America, Inc.",1 IU,1.0,1,1.0,1.0,False,
00944462401,J7207,Factor viii pegylated recomb,Adynovate ,"Takeda Pharmaceuticals America, Inc.",1 IU,1.0,1,1.0,1.0,False,
00944462501,J7207,Factor viii pegylated recomb,Adynovate ,"Takeda Pharmaceuticals America, Inc.",1 IU,1.0,1,1.0,1.0,False,
00944462601,J7207,Factor viii pegylated recomb,Adynovate ,"Takeda Pharmaceuticals America, Inc.",1 IU,1.0,1,1.0,1.0,False,
00944462701,J7207,Factor viii pegylated recomb,Adynovate ,"Takeda Pharmaceuticals America, Inc.",1 IU,1.0,1,1.0,1.0,False,
00944462801,J7207,Factor viii pegylated recomb,Adynovate ,"Takeda Pharmaceuticals America, Inc.",1 IU,1.0,1,1.0,1.0,False,
00944500101,J7188,Factor viii recomb obizur,Obizur,"Takeda Pharmaceuticals America, Inc.",1 IU,1.0,1,1.0,1.0,False,
00944755102,J7179,Vonvendi inj 1 iu vwf:rco,Vonvendi,"Takeda Pharmaceuticals America, Inc.",1 IU,1.0,1,1.0,1.0,False,
00944755302,J7179,Vonvendi inj 1 iu vwf:rco,Vonvendi,"Takeda Pharmaceuticals America, Inc.",1 IU,1.0,1,1.0,1.0,False,
00955100310,J1650,Inj enoxaparin sodium,Enoxaparin Sodium,Sanofi-Aventis U.S. LLC,10 MG,0.3,10,3.0,30.0,False,
00955100410,J1650,Inj enoxaparin sodium,Enoxaparin Sodium,Sanofi-Aventis U.S. LLC,10 MG,0.4,10,4.0,40.0,False,
00955100610,J1650,Inj enoxaparin sodium,Enoxaparin Sodium,Sanofi-Aventis U.S. LLC,10 MG,0.6,10,6.0,60.0,False,
00955100810,J1650,Inj enoxaparin sodium,Enoxaparin Sodium,Sanofi-Aventis U.S. LLC,10 MG,0.8,10,8.0,80.0,False,
00955101010,J1650,Inj enoxaparin sodium,Enoxaparin Sodium,Sanofi-Aventis U.S. LLC,10 MG,1.0,10,10.0,100.0,False,
00955101210,J1650,Inj enoxaparin sodium,Enoxaparin Sodium,Sanofi-Aventis U.S. LLC,10 MG,0.8,10,12.0,120.0,False,
00955101510,J1650,Inj enoxaparin sodium,Enoxaparin Sodium,Sanofi-Aventis U.S. LLC,10 MG,1.0,10,15.0,150.0,False,
00955101601,J1650,Inj enoxaparin sodium,Enoxaparin Sodium,Sanofi-Aventis U.S. LLC,10 MG,3.0,1,30.0,30.0,False,
00955102001,J9171,Docetaxel injection,Docetaxel,Sanofi-Aventis U.S. LLC,1 MG,1.0,1,20.0,20.0,False,
00955102104,J9171,Docetaxel injection,Docetaxel,Sanofi-Aventis U.S. LLC,1 MG,4.0,1,80.0,80.0,False,
00955102208,J9171,Docetaxel injection,Docetaxel,Sanofi-Aventis U.S. LLC,1 MG,8.0,1,160.0,160.0,False,
00955172720,J9263,Oxaliplatin,Oxaliplatin,Sanofi-Aventis U.S. LLC,0.5 MG,20.0,1,200.0,200.0,False,
00990707426,J3480,Inj potassium chloride,Potassium Chloride,ICu Medical Inc.,2 MEQ,100.0,24,5.0,120.0,False,
00990707514,J3480,Inj potassium chloride,Potassium Chloride,ICu Medical Inc.,2 MEQ,50.0,24,5.0,120.0,False,
00990707526,J3480,Inj potassium chloride,Potassium Chloride,ICu Medical Inc.,2 MEQ,100.0,24,10.0,240.0,False,
00990707714,J3480,Inj potassium chloride,Potassium Chloride,ICu Medical Inc.,2 MEQ,50.0,24,10.0,240.0,False,
00990707726,J3480,Inj potassium chloride,Potassium Chloride,ICu Medical Inc.,2 MEQ,100.0,24,20.0,480.0,False,
00990792202,J7060,5% dextrose/water,Dextrose,ICu Medical Inc.,500 ML,250.0,24,0.5,12.0,True,J7060|J7070
00990792203,J7060,5% dextrose/water,Dextrose,ICu Medical Inc.,500 ML,500.0,24,1.0,24.0,True,J7060|J7070
00990792209,J7060,5% dextrose/water,Dextrose,ICu Medical Inc.,500 ML,1000.0,12,2.0,24.0,True,J7060|J7070
00990792255,J7060,5% dextrose/water,Dextrose,ICu Medical Inc.,500 ML,500.0,15,1.0,15.0,True,J7060|J7070
00990794103,J7042,5% dextrose/normal saline,Dextrose-NaCl,ICu Medical Inc.,500 ML,500.0,24,1.0,24.0,False,
00990794109,J7042,5% dextrose/normal saline,Dextrose-NaCl,ICu Medical Inc.,500 ML,1000.0,12,2.0,24.0,False,
00990795302,J7120,Ringers lactate infusion,Lactated Ringers,ICu Medical Inc.,UP TO 1000 CC,250.0,24,0.25,6.0,False,
00990795303,J7120,Ringers lactate infusion,Lactated Ringers,ICu Medical Inc.,UP TO 1000 CC,500.0,24,0.5,12.0,False,
00990795309,J7120,Ringers lactate infusion,Lactated Ringers,ICu Medical Inc.,UP TO 1000 CC,1000.0,12,1.0,12.0,False,
00990798302,J7030,Normal saline solution infus,Sodium Chloride,ICu Medical Inc.,1000 CC,250.0,24,0.25,6.0,True,J7030|J7040|J7050
00990798303,J7030,Normal saline solution infus,Sodium Chloride,ICu Medical Inc.,1000 CC,500.0,24,0.5,12.0,True,J7030|J7040|J7050
00990798309,J7030,Normal saline solution infus,Sodium Chloride,ICu Medical Inc.,1000 CC,1000.0,12,1.0,12.0,True,J7030|J7040|J7050
00990798355,J7030,Normal saline solution infus,Sodium Chloride,ICu Medical Inc.,1000 CC,500.0,18,0.5,9.0,True,J7030|J7040|J7050
00995802110,Q4137,Amnioexcel biodexcel 1sq cm,AmnioExcel,BioDLogics LLC,1 SQ CM,3.0,1,3.0,3.0,False,
00995802120,Q4137,Amnioexcel biodexcel 1sq cm,AmnioExcel,BioDLogics LLC,1 SQ CM,6.0,1,6.0,6.0,False,
00995802130,Q4137,Amnioexcel biodexcel 1sq cm,AmnioExcel,BioDLogics LLC,1 SQ CM,16.0,1,16.0,16.0,False,
00995802140,Q4137,Amnioexcel biodexcel 1sq cm,AmnioExcel,BioDLogics LLC,1 SQ CM,32.0,1,32.0,32.0,False,
00995802200,Q4137,Amnioexcel biodexcel 1sq cm,AmnioExcel,BioDLogics LLC,1 SQ CM,100.0,1,100.0,100.0,False,
00995802210,Q4137,Amnioexcel biodexcel 1sq cm,AmnioExcel,BioDLogics LLC,1 SQ CM,1.0,1,1.0,1.0,False,
00995802220,Q4137,Amnioexcel biodexcel 1sq cm,AmnioExcel,BioDLogics LLC,1 SQ CM,2.0,1,2.0,2.0,False,
00995802230,Q4137,Amnioexcel biodexcel 1sq cm,AmnioExcel,BioDLogics LLC,1 SQ CM,3.0,1,3.0,3.0,False,
00995802240,Q4137,Amnioexcel biodexcel 1sq cm,AmnioExcel,BioDLogics LLC,1 SQ CM,5.0,1,5.0,5.0,False,
00995802250,Q4137,Amnioexcel biodexcel 1sq cm,AmnioExcel,BioDLogics LLC,1 SQ CM,13.0,1,13.0,13.0,False,
00995802260,Q4137,Amnioexcel biodexcel 1sq cm,AmnioExcel,BioDLogics LLC,1 SQ CM,25.0,1,25.0,25.0,False,
00995802271,Q4137,Amnioexcel biodexcel 1sq cm,AmnioExcel Plus,BioDLogics LLC,1 SQ CM,4.0,1,4.0,4.0,False,
00995802281,Q4137,Amnioexcel biodexcel 1sq cm,AmnioExcel Plus,BioDLogics LLC,1 SQ CM,12.0,1,12.0,12.0,False,
00995802291,Q4137,Amnioexcel biodexcel 1sq cm,AmnioExcel Plus,BioDLogics LLC,1 SQ CM,20.0,1,20.0,20.0,False,
00995802301,Q4137,Amnioexcel biodexcel 1sq cm,AmnioExcel Plus,BioDLogics LLC,1 SQ CM,40.0,1,40.0,40.0,False,
00995802311,Q4137,Amnioexcel biodexcel 1sq cm,AmnioExcel Plus,BioDLogics LLC,1 SQ CM,3.0,1,3.0,3.0,False,
00995802321,Q4137,Amnioexcel biodexcel 1sq cm,AmnioExcel Plus,BioDLogics LLC,1 SQ CM,9.0,1,9.0,9.0,False,
00CUC020400,Q4170,"Cygnus, per sq cm",Cygnus Cryo Max,Vivex Biologics,1 SQ CM,8.0,1,8.0,8.0,False,
00NSD020101,Q4267,Neostim dl per sq cm,NeoStim DL,"Dynamic Medical Services, LLC",1 SQ CM,1.0,1,1.0,1.0,False,
00NSD020202,Q4267,Neostim dl per sq cm,NeoStim DL,"Dynamic Medical Services, LLC",1 SQ CM,4.0,1,4.0,4.0,False,
00NSD020203,Q4267,Neostim dl per sq cm,NeoStim DL,"Dynamic Medical Services, LLC",1 SQ CM,6.0,1,6.0,6.0,False,
00NSD020204,Q4267,Neostim dl per sq cm,NeoStim DL,"Dynamic Medical Services, LLC",1 SQ CM,8.0,1,8.0,8.0,False,
00NSD020404,Q4267,Neostim dl per sq cm,NeoStim DL,"Dynamic Medical Services, LLC",1 SQ CM,16.0,1,16.0,16.0,False,
00NSD020406,Q4267,Neostim dl per sq cm,NeoStim DL,"Dynamic Medical Services, LLC",1 SQ CM,24.0,1,24.0,24.0,False,
00NSD020408,Q4267,Neostim dl per sq cm,NeoStim DL,"Dynamic Medical Services, LLC",1 SQ CM,32.0,1,32.0,32.0,False,
00NSM020102,Q4266,Neostim per sq cm,NeoStim,"Dynamic Medical Services, LLC",1 SQ CM,2.0,1,2.0,2.0,False,
00NSM020202,Q4266,Neostim per sq cm,NeoStim ,"Dynamic Medical Services, LLC",1 SQ CM,4.0,1,4.0,4.0,False,
00NSM020203,Q4266,Neostim per sq cm,NeoStim ,"Dynamic Medical Services, LLC",1 SQ CM,6.0,1,6.0,6.0,False,
00NSM020404,Q4266,Neostim per sq cm,NeoStim ,"Dynamic Medical Services, LLC",1 SQ CM,16.0,1,16.0,16.0,False,
00NSM020406,Q4266,Neostim per sq cm,NeoStim ,"Dynamic Medical Services, LLC",1 SQ CM,24.0,1,24.0,24.0,False,
00NSM020408,Q4266,Neostim per sq cm,NeoStim ,"Dynamic Medical Services, LLC",1 SQ CM,32.0,1,32.0,32.0,False,
00NST020101,Q4265,Neostim tl per sq cm,NeoStim TL,"Dynamic Medical Services, LLC",1 SQ CM,1.0,1,1.0,1.0,False,
00NST020102,Q4265,Neostim tl per sq cm,NeoStim TL,"Dynamic Medical Services, LLC",1 SQ CM,2.0,1,2.0,2.0,False,
00NST020202,Q4265,Neostim tl per sq cm,NeoStim TL,"Dynamic Medical Services, LLC",1 SQ CM,4.0,1,4.0,4.0,False,
00NST020203,Q4265,Neostim tl per sq cm,NeoStim TL,"Dynamic Medical Services, LLC",1 SQ CM,6.0,1,6.0,6.0,False,
00NST020204,Q4265,Neostim tl per sq cm,NeoStim TL,"Dynamic Medical Services, LLC",1 SQ CM,8.0,1,8.0,8.0,False,
00NST020404,Q4265,Neostim tl per sq cm,NeoStim TL,"Dynamic Medical Services, LLC",1 SQ CM,16.0,1,16.0,16.0,False,
00NST020406,Q4265,Neostim tl per sq cm,NeoStim TL,"Dynamic Medical Services, LLC",1 SQ CM,24.0,1,24.0,24.0,False,
00NST020408,Q4265,Neostim tl per sq cm,NeoStim TL,"Dynamic Medical Services, LLC",1 SQ CM,32.0,1,32.0,32.0,False,
00RVA020202,Q4314,"Reeva, per sq cm",Reeva FT Allograft,Legacy Medical Consultants ,1 SQ CM,4.0,1,4.0,4.0,False,
00RVA020203,Q4314,"Reeva, per sq cm",Reeva FT Allograft,Legacy Medical Consultants ,1 SQ CM,6.0,1,6.0,6.0,False,
00RVA020404,Q4314,"Reeva, per sq cm",Reeva FT Allograft,Legacy Medical Consultants ,1 SQ CM,16.0,1,16.0,16.0,False,
00RVA020406,Q4314,"Reeva, per sq cm",Reeva FT Allograft,Legacy Medical Consultants ,1 SQ CM,24.0,1,24.0,24.0,False,
00RVA020408,Q4314,"Reeva, per sq cm",Reeva FT Allograft,Legacy Medical Consultants ,1 SQ CM,32.0,1,32.0,32.0,False,
00SFT020202,Q4268,Surgraft ft per sq cm,Surgraft FT  ,Legacy Medical Consultants,1 SQ CM,4.0,1,4.0,4.0,False,
00SFT020203,Q4268,Surgraft ft per sq cm,Surgraft FT  ,Legacy Medical Consultants,1 SQ CM,6.0,1,6.0,6.0,False,
00SFT020404,Q4268,Surgraft ft per sq cm,Surgraft FT  ,Legacy Medical Consultants,1 SQ CM,16.0,1,16.0,16.0,False,
00SFT020406,Q4268,Surgraft ft per sq cm,Surgraft FT  ,Legacy Medical Consultants,1 SQ CM,24.0,1,24.0,24.0,False,
00SFT020408,Q4268,Surgraft ft per sq cm,Surgraft FT  ,Legacy Medical Consultants,1 SQ CM,32.0,1,32.0,32.0,False,
00XCELL0006,Q4234,"Xcellerate, per sq cm",Xcellerate,Precise Bioscience,1 SQ CM,0.283,1,0.283,1.0,False,
00XCELL0009,Q4234,"Xcellerate, per sq cm",Xcellerate,Precise Bioscience,1 SQ CM,0.64,1,0.64,1.0,False,
00XCELL0012,Q4234,"Xcellerate, per sq cm",Xcellerate,Precise Bioscience,1 SQ CM,1.13,1,1.13,2.0,False,
00XCELL0202,Q4234,"Xcellerate, per sq cm",Xcellerate,Precise Bioscience,1 SQ CM,4.0,1,4.0,4.0,False,
00XCELL0203,Q4234,"Xcellerate, per sq cm",Xcellerate,Precise Bioscience,1 SQ CM,6.0,1,6.0,6.0,False,
00XCELL0204,Q4234,"Xcellerate, per sq cm",Xcellerate,Precise Bioscience,1 SQ CM,8.0,1,8.0,8.0,False,
00XCELL0404,Q4234,"Xcellerate, per sq cm",Xcellerate,Precise Bioscience,1 SQ CM,16.0,1,16.0,16.0,False,
00XCELL0407,Q4234,"Xcellerate, per sq cm",Xcellerate,Precise Bioscience,1 SQ CM,28.0,1,28.0,28.0,False,
00ZNG020202,Q4253,Zenith amniotic membrane psc,Zenith,Legacy Medical Consultants,1 SQ CM,4.0,1,4.0,4.0,False,
00ZNG020203,Q4253,Zenith amniotic membrane psc,Zenith,Legacy Medical Consultants,1 SQ CM,6.0,1,6.0,6.0,False,
00ZNG020404,Q4253,Zenith amniotic membrane psc,Zenith,Legacy Medical Consultants,1 SQ CM,16.0,1,16.0,16.0,False,
00ZNG020406,Q4253,Zenith amniotic membrane psc,Zenith,Legacy Medical Consultants,1 SQ CM,24.0,1,24.0,24.0,False,
00ZNG020408,Q4253,Zenith amniotic membrane psc,Zenith,Legacy Medical Consultants,1 SQ CM,32.0,1,32.0,32.0,False,
01001010001,Q4252,"Vendaje, per square centimet",Vendaje,Biostem Technologies,1 SQ CM,100.0,1,100.0,100.0,False,
01770015001,Q4252,"Vendaje, per square centimet",Vendaje,Biostem Technologies,1 SQ CM,1.76,1,2.0,2.0,False,
03140020001,Q4252,"Vendaje, per square centimet",Vendaje,Biostem Technologies,1 SQ CM,3.14,1,3.0,3.0,False,
05112061052,Q4115,Alloskin,AlloSkin,Allosource ,1 SQ CM,120.0,1,120.0,120.0,False,
05212061052,Q4115,Alloskin,AlloSkin,Allosource ,1 SQ CM,120.0,1,120.0,120.0,False,
05212861831,Q4141,"Alloskin ac, 1 cm",Alloskin AC,Allosource,1 SQ CM,128.0,1,128.0,128.0,False,
08213000009,Q4124,Oasis tri-layer wound matrix,Oasis Ultra Tri-Layer Matrix,"Cook Biotech (Smith & Nephew, Inc.)",1 SQ CM,1.0,5,70.0,350.0,False,
08213000011,Q4124,Oasis tri-layer wound matrix,Oasis Ultra Tri-Layer Matrix,"Cook Biotech (Smith & Nephew, Inc.)",1 SQ CM,1.0,5,140.0,700.0,False,
08213000013,Q4124,Oasis tri-layer wound matrix,Oasis Ultra Tri-Layer Matrix,"Cook Biotech (Smith & Nephew, Inc.)",1 SQ CM,35.0,5,35.0,175.0,False,
08213000016,Q4124,Oasis tri-layer wound matrix,Oasis Ultra Tri-Layer Matrix,"Cook Biotech (Smith & Nephew, Inc.)",1 SQ CM,11.0,5,11.0,55.0,False,
08213000018,Q4124,Oasis tri-layer wound matrix,Oasis Ultra Tri-Layer Matrix,"Cook Biotech (Smith & Nephew, Inc.)",1 SQ CM,21.0,5,21.0,105.0,False,
08213100033,Q4102,Oasis wound matrix,Oasis Wound Matrix,"Cook Biotech (Smith & Nephew, Inc.)",1 SQ CM,1.0,1,10.5,11.0,False,
08213100037,Q4102,Oasis wound matrix,Oasis Wound Matrix,"Cook Biotech (Smith & Nephew, Inc.)",1 SQ CM,1.0,1,21.0,21.0,False,
08213300009,Q4103,Oasis burn matrix,Oasis Burn Matrix,"Cook Biotech (Smith & Nephew, Inc.)",1 SQ CM,70.0,1,70.0,70.0,False,
08213300011,Q4103,Oasis burn matrix,Oasis Burn Matrix,"Cook Biotech (Smith & Nephew, Inc.)",1 SQ CM,140.0,1,140.0,140.0,False,
08213300013,Q4103,Oasis burn matrix,Oasis Burn Matrix,"Cook Biotech (Smith & Nephew, Inc.)",1 SQ CM,35.0,1,35.0,35.0,False,
08213300016,Q4103,Oasis burn matrix,Oasis Burn Matrix,"Cook Biotech (Smith & Nephew, Inc.)",1 SQ CM,10.5,1,10.5,11.0,False,
08213300018,Q4103,Oasis burn matrix,Oasis Burn Matrix,"Cook Biotech (Smith & Nephew, Inc.)",1 SQ CM,21.0,1,21.0,21.0,False,
08478400302,Q4104,Integra bmwd,Integra Meshed Bilayer Wound Matrix,Integra Lifesciences Corporation,1 SQ CM,25.0,1,25.0,25.0,False,
08478400305,Q4104,Integra bmwd,Integra Meshed Bilayer Wound Matrix,Integra Lifesciences Corporation,1 SQ CM,125.0,1,125.0,125.0,False,
08478400306,Q4104,Integra bmwd,Integra Meshed Bilayer Wound Matrix,Integra Lifesciences Corporation,1 SQ CM,250.0,1,250.0,250.0,False,
08478400308,Q4104,Integra bmwd,Integra Meshed Bilayer Wound Matrix,Integra Lifesciences Corporation,1 SQ CM,500.0,1,500.0,500.0,False,
08478400402,Q4104,Integra bmwd,Integra Bilayer Wound Matrix,Integra Lifesciences Corporation,1 SQ CM,25.0,1,25.0,25.0,False,
08478400405,Q4104,Integra bmwd,Integra Bilayer Wound Matrix,Integra Lifesciences Corporation,1 SQ CM,125.0,1,125.0,125.0,False,
08478400406,Q4104,Integra bmwd,Integra Bilayer Wound Matrix,Integra Lifesciences Corporation,1 SQ CM,250.0,1,250.0,250.0,False,
08478400408,Q4104,Integra bmwd,Integra Bilayer Wound Matrix,Integra Lifesciences Corporation,1 SQ CM,500.0,1,500.0,500.0,False,
08478401302,Q4108,Integra matrix,Integra Wound Matrix Thin,Integra Lifesciences Corporation,1 SQ CM,25.0,1,25.0,25.0,False,
08478401305,Q4108,Integra matrix,Integra Wound Matrix Thin,Integra Lifesciences Corporation,1 SQ CM,125.0,1,125.0,125.0,False,
08478401306,Q4108,Integra matrix,Integra Wound Matrix Thin,Integra Lifesciences Corporation,1 SQ CM,250.0,1,250.0,250.0,False,
08478401402,Q4108,Integra matrix,Integra Wound Matrix,Integra Lifesciences Corporation,1 SQ CM,25.0,1,25.0,25.0,False,
08478401405,Q4108,Integra matrix,Integra Wound Matrix,Integra Lifesciences Corporation,1 SQ CM,125.0,1,125.0,125.0,False,
08478401406,Q4108,Integra matrix,Integra Wound Matrix,Integra Lifesciences Corporation,1 SQ CM,250.0,1,250.0,250.0,False,
08478401408,Q4108,Integra matrix,Integra Wound Matrix,Integra Lifesciences Corporation,1 SQ CM,500.0,1,500.0,500.0,False,
08478401601,Q4114,Integra flowable wound matri,Integra Flowable Wound Matrix,Integra Lifesciences Corporation,1 CC,3.0,1,3.0,3.0,False,
08478800401,Q4105,Integra drt or omnigraft,Integra Omnigraft Dermal Regeneration Matrix,Integra Lifesciences Corporation,1 SQ CM,7.0,1,7.0,7.0,False,
08478800402,Q4105,Integra drt or omnigraft,Integra Dermal Regeneration Template,Integra Lifesciences Corporation,1 SQ CM,25.0,1,25.0,25.0,False,
08478800404,Q4105,Integra drt or omnigraft,Integra Omnigraft Dermal Regeneration Matrix,Integra Lifesciences Corporation,1 SQ CM,16.0,1,16.0,16.0,False,
08478800405,Q4105,Integra drt or omnigraft,Integra Dermal Regeneration Template,Integra Lifesciences Corporation,1 SQ CM,125.0,1,125.0,125.0,False,
08478800406,Q4105,Integra drt or omnigraft,Integra Dermal Regeneration Template,Integra Lifesciences Corporation,1 SQ CM,250.0,1,250.0,250.0,False,
